1.55;2324048
2.27;2324069
1.98;2324090
1.69;2324112
1.74;2324132
1.83;2324154
1.91;2324174
1.94;2324196
1.94;2324216
1.95;2324238
1.95;2324258
1.94;2324280
1.96;2324300
1.99;2324322
1.98;2324342
1.84;2324364
1.59;2324385
1.42;2324406
1.39;2324427
1.46;2324448
1.55;2324469
1.64;2324490
1.74;2324511
1.81;2324532
1.88;2324553
1.95;2324574
1.93;2324595
1.92;2324616
1.89;2324637
1.86;2324659
1.84;2324679
1.79;2324701
1.74;2324721
1.70;2324743
1.65;2324763
1.64;2324785
1.62;2324805
1.63;2324827
1.67;2324847
1.71;2324869
1.69;2324889
1.74;2324911
1.77;2324932
1.81;2324953
1.72;2324974
3.02;2324995
1.78;2325016
1.74;2325037
1.77;2325058
1.81;2325079
1.80;2325100
1.80;2325121
1.79;2325142
1.81;2325163
1.83;2325184
1.83;2325204
1.89;2325226
1.95;2325248
1.96;2325268
1.81;2325289
1.63;2325310
1.55;2325331
1.58;2325352
1.67;2325373
1.74;2325394
1.82;2325415
1.83;2325436
1.86;2325457
1.86;2325478
1.82;2325499
1.78;2325521
1.73;2325541
1.70;2325563
1.67;2325583
1.63;2325605
1.63;2325625
1.63;2325647
1.65;2325667
1.68;2325689
1.74;2325709
1.76;2325731
1.81;2325751
1.86;2325773
1.93;2325794
1.96;2325815
1.91;2325836
1.89;2325857
1.89;2325878
1.87;2325899
1.81;2325920
2.73;2325941
1.53;2325962
1.52;2325983
1.60;2326004
1.61;2326025
1.66;2326046
1.68;2326068
1.74;2326088
1.79;2326110
1.88;2326130
2.00;2326152
2.11;2326172
2.19;2326194
2.21;2326214
2.04;2326236
1.81;2326256
1.67;2326278
1.64;2326298
1.64;2326320
1.65;2326340
1.66;2326362
1.67;2326383
1.66;2326404
1.64;2326425
1.61;2326446
1.61;2326467
1.62;2326488
1.64;2326509
1.71;2326530
1.73;2326551
1.78;2326572
1.83;2326593
1.89;2326614
1.94;2326635
1.95;2326657
1.99;2326677
1.97;2326699
1.94;2326719
1.91;2326740
1.87;2326761
1.75;2326782
1.57;2326803
2.84;2326824
1.47;2326845
1.34;2326866
1.44;2326887
1.52;2326908
1.63;2326930
1.69;2326950
1.78;2326972
1.85;2326992
1.95;2327014
2.07;2327034
2.17;2327056
2.24;2327076
2.21;2327098
2.02;2327118
1.75;2327140
1.61;2327160
1.52;2327182
1.54;2327203
1.54;2327224
1.52;2327245
1.57;2327266
1.58;2327287
1.65;2327308
1.67;2327329
1.70;2327350
1.74;2327371
1.78;2327392
1.83;2327413
1.86;2327434
1.91;2327455
1.98;2327477
1.94;2327497
1.95;2327519
1.93;2327539
1.86;2327561
1.88;2327581
1.83;2327603
1.77;2327623
1.66;2327645
1.62;2327665
1.62;2327687
1.58;2327707
1.63;2327729
2.95;2327750
1.35;2327771
1.52;2327792
1.65;2327813
1.77;2327834
1.84;2327855
1.94;2327876
